ChEMBL ID,Name,UniProt Accessions,Type,Organism,Compounds,Activities,Tax ID,Species Group Flag,,,,
CHEMBL2016431,NEDD8-activating enzyme E1 regulatory subunit,Q13564,SINGLE PROTEIN,Homo sapiens,55,113,9606,False,,,,
CHEMBL3174,Glutathione transferase omega 1,P78417,SINGLE PROTEIN,Homo sapiens,110,155,9606,False,,,,
CHEMBL5167,Sodium channel protein type XI alpha subunit,Q9UI33,SINGLE PROTEIN,Homo sapiens,13,15,9606,False,,,,
CHEMBL1628465,Transient receptor potential cation channel subfamily V member 6,Q9H1D0,SINGLE PROTEIN,Homo sapiens,74,135,9606,False,,,,
CHEMBL2473,Presenilin 1,P49768,SINGLE PROTEIN,Homo sapiens,134,297,9606,False,,,,
CHEMBL2999,Serine/threonine-protein kinase PAK 3,O75914,SINGLE PROTEIN,Homo sapiens,878,1504,9606,False,,,,
CHEMBL251,Adenosine A2a receptor,P29274,SINGLE PROTEIN,Homo sapiens,9919,14252,9606,False,,,,
CHEMBL2553,Ribosomal protein S6 kinase alpha 1,Q15418,SINGLE PROTEIN,Homo sapiens,1617,2712,9606,False,,,,
CHEMBL3891,Calpain 1,P07384,SINGLE PROTEIN,Homo sapiens,976,1263,9606,False,,,,
CHEMBL4523923,Probable G-protein coupled receptor 27,Q9NS67,SINGLE PROTEIN,Homo sapiens,33,65,9606,False,,,,
CHEMBL6161,UDP-glucuronosyltransferase 2B15,P54855,SINGLE PROTEIN,Homo sapiens,142,172,9606,False,,,,
CHEMBL4481,Nitric oxide synthase, inducible,P35228,SINGLE PROTEIN,Homo sapiens,1311,1589,9606,False,,,
CHEMBL5274,Tyrosine-protein kinase receptor Tie-1,P35590,SINGLE PROTEIN,Homo sapiens,246,290,9606,False,,,,
CHEMBL3004,Multidrug resistance-associated protein 1,P33527,SINGLE PROTEIN,Homo sapiens,1666,2498,9606,False,,,,
CHEMBL258,Tyrosine-protein kinase LCK,P06239,SINGLE PROTEIN,Homo sapiens,6177,9087,9606,False,,,,
CHEMBL2284,Glyceraldehyde-3-phosphate dehydrogenase liver,P04406,SINGLE PROTEIN,Homo sapiens,1124,1275,9606,False,,,,
CHEMBL1944496,Proteasome subunit beta type-6,P28072,SINGLE PROTEIN,Homo sapiens,2,3,9606,False,,,,
CHEMBL3171,Folylpoly-gamma-glutamate synthetase,Q05932,SINGLE PROTEIN,Homo sapiens,116,250,9606,False,,,,
CHEMBL256,Adenosine A3 receptor,P0DMS8,SINGLE PROTEIN,Homo sapiens,8242,13120,9606,False,,,,
CHEMBL5533,Nuclear factor NF-kappa-B p65 subunit,Q04206,SINGLE PROTEIN,Homo sapiens,434,608,9606,False,,,,
CHEMBL3012,Phosphodiesterase 7A,Q13946,SINGLE PROTEIN,Homo sapiens,966,1090,9606,False,,,,
CHEMBL1785,Endothelin receptor ET-B,P24530,SINGLE PROTEIN,Homo sapiens,1427,1632,9606,False,,,,
CHEMBL215,Arachidonate 5-lipoxygenase,P09917,SINGLE PROTEIN,Homo sapiens,3163,6254,9606,False,,,,
CHEMBL1944495,Proteasome subunit beta type-9,P28065,SINGLE PROTEIN,Homo sapiens,173,285,9606,False,,,,
CHEMBL1955709,Heterogeneous nuclear ribonucleoprotein A1,P09651,SINGLE PROTEIN,Homo sapiens,3,8,9606,False,,,,
CHEMBL6175,Lysine-specific demethylase 4C,Q9H3R0,SINGLE PROTEIN,Homo sapiens,859,1089,9606,False,,,,
CHEMBL4523285,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,Q13155,SINGLE PROTEIN,Homo sapiens,44,67,9606,False,,,,
CHEMBL2716,Histone deacetylase 7,Q8WUI4,SINGLE PROTEIN,Homo sapiens,720,938,9606,False,,,,
CHEMBL5052,Serine/threonine-protein kinase MRCK beta,Q9Y5S2,SINGLE PROTEIN,Homo sapiens,1007,1665,9606,False,,,,
CHEMBL5568,Proto-oncogene tyrosine-protein kinase ROS,P08922,SINGLE PROTEIN,Homo sapiens,1641,2403,9606,False,,,,
CHEMBL3133,Sodium/hydrogen exchanger 2,Q9UBY0,SINGLE PROTEIN,Homo sapiens,17,37,9606,False,,,,
CHEMBL1250412,Transient receptor potential cation channel subfamily M member 7,Q96QT4,SINGLE PROTEIN,Homo sapiens,17,17,9606,False,,,,
CHEMBL3023,Sphingosine kinase 2,Q9NRA0,SINGLE PROTEIN,Homo sapiens,976,1546,9606,False,,,,
CHEMBL4699,Isoprenylcysteine carboxyl methyltransferase,O60725,SINGLE PROTEIN,Homo sapiens,439,596,9606,False,,,,
CHEMBL1972,Glutamate [NMDA] receptor subunit epsilon 1,Q12879,SINGLE PROTEIN,Homo sapiens,58,64,9606,False,,,,
CHEMBL4833,Folate transporter 1,P41440,SINGLE PROTEIN,Homo sapiens,68,134,9606,False,,,,
CHEMBL5388,Serine/threonine-protein kinase tousled-like 1,Q9UKI8,SINGLE PROTEIN,Homo sapiens,315,378,9606,False,,,,
CHEMBL6036,N(G),N(G)-dimethylarginine dimethylaminohydrolase 1,O94760,SINGLE PROTEIN,Homo sapiens,78,231,9606,False,,,
CHEMBL1905,Fibronectin receptor beta,P05556,SINGLE PROTEIN,Homo sapiens,4,8,9606,False,,,,
CHEMBL259,Melanocortin receptor 4,P32245,SINGLE PROTEIN,Homo sapiens,4553,9038,9606,False,,,,
CHEMBL4523918,G-protein coupled receptor 61,Q9BZJ8,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4594,C-C chemokine receptor type 7,P32248,SINGLE PROTEIN,Homo sapiens,29,32,9606,False,,,,
CHEMBL5905,Aldo-keto reductase family 1 member C1,Q04828,SINGLE PROTEIN,Homo sapiens,334,470,9606,False,,,,
CHEMBL2046259,Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial,Q8N5Z0,SINGLE PROTEIN,Homo sapiens,73,207,9606,False,,,
CHEMBL2060,Lipoprotein lipase,P06858,SINGLE PROTEIN,Homo sapiens,70,100,9606,False,,,,
CHEMBL2249,Lysyl oxidase,P28300,SINGLE PROTEIN,Homo sapiens,52,75,9606,False,,,,
CHEMBL1743183,Leukotriene C4 synthase,Q16873,SINGLE PROTEIN,Homo sapiens,150,194,9606,False,,,,
CHEMBL5650,BR serine/threonine-protein kinase 1,Q8TDC3,SINGLE PROTEIN,Homo sapiens,1474,2109,9606,False,,,,
CHEMBL218,Cannabinoid CB1 receptor,P21554,SINGLE PROTEIN,Homo sapiens,10090,17612,9606,False,,,,
CHEMBL3906,Ribosomal protein S6 kinase alpha 2,Q15349,SINGLE PROTEIN,Homo sapiens,1236,2169,9606,False,,,,
CHEMBL4599,Tyrosine kinase non-receptor protein 2,Q07912,SINGLE PROTEIN,Homo sapiens,1909,2805,9606,False,,,,
CHEMBL5026,Serine/threonine-protein kinase EEF2K,O00418,SINGLE PROTEIN,Homo sapiens,933,1195,9606,False,,,,
CHEMBL1937,Histone deacetylase 2,Q92769,SINGLE PROTEIN,Homo sapiens,2461,3380,9606,False,,,,
CHEMBL2073,Tyrosine-protein kinase YES,P07947,SINGLE PROTEIN,Homo sapiens,1660,2750,9606,False,,,,
CHEMBL268,Cathepsin K,P43235,SINGLE PROTEIN,Homo sapiens,2463,2905,9606,False,,,,
CHEMBL4202,Serine/threonine-protein kinase 2,Q9H2G2,SINGLE PROTEIN,Homo sapiens,1377,1596,9606,False,,,,
CHEMBL3593,Lanosterol synthase,P48449,SINGLE PROTEIN,Homo sapiens,193,305,9606,False,,,,
CHEMBL4630832,OTU domain-containing protein 1,Q5VV17,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL1075094,Nuclear factor erythroid 2-related factor 2,Q16236,SINGLE PROTEIN,Homo sapiens,86232,95143,9606,False,,,,
CHEMBL2417347,Short transient receptor potential channel 6,Q9Y210,SINGLE PROTEIN,Homo sapiens,60,63,9606,False,,,,
CHEMBL4523889,Adhesion G protein-coupled receptor F4,Q8IZF3,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523909,Adhesion G protein-coupled receptor A2,Q96PE1,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523898,Probable G-protein coupled receptor 150,Q8NGU9,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4409,Phosphodiesterase 10A,Q9Y233,SINGLE PROTEIN,Homo sapiens,4861,5430,9606,False,,,,
CHEMBL5426,Myosin light chain kinase family member 4,Q86YV6,SINGLE PROTEIN,Homo sapiens,261,310,9606,False,,,,
CHEMBL5469,Protein tyrosine kinase 2 beta,Q14289,SINGLE PROTEIN,Homo sapiens,2051,2807,9606,False,,,,
CHEMBL3879844,Katanin p80 WD40 repeat-containing subunit B1,Q9BVA0,SINGLE PROTEIN,Homo sapiens,4,4,9606,False,,,,
CHEMBL1743127,Multidrug and toxin extrusion protein 2,Q86VL8,SINGLE PROTEIN,Homo sapiens,47,58,9606,False,,,,
CHEMBL4527,TRAF2- and NCK-interacting kinase,Q9UKE5,SINGLE PROTEIN,Homo sapiens,817,1062,9606,False,,,,
CHEMBL3190,Glutamate receptor ionotropic, AMPA 4,P48058,SINGLE PROTEIN,Homo sapiens,154,256,9606,False,,,
CHEMBL4374,Photoreceptor-specific nuclear receptor,Q9Y5X4,SINGLE PROTEIN,Homo sapiens,483,502,9606,False,,,,
CHEMBL2373,C5a anaphylatoxin chemotactic receptor,P21730,SINGLE PROTEIN,Homo sapiens,728,1054,9606,False,,,,
CHEMBL5699,Serine/threonine-protein kinase SIK2,Q9H0K1,SINGLE PROTEIN,Homo sapiens,908,1426,9606,False,,,,
CHEMBL1811,Prostanoid EP1 receptor,P34995,SINGLE PROTEIN,Homo sapiens,1308,1679,9606,False,,,,
CHEMBL5606,Serine/threonine-protein kinase 11,Q15831,SINGLE PROTEIN,Homo sapiens,720,1013,9606,False,,,,
CHEMBL3632455,Probable G-protein coupled receptor 139,Q6DWJ6,SINGLE PROTEIN,Homo sapiens,319,972,9606,False,,,,
CHEMBL4523859,12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor,O00270,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,
CHEMBL4523881,Mas-related G-protein coupled receptor member G,Q86SM5,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523902,Trace amine-associated receptor 8,Q969N4,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523873,G-protein coupled receptor family C group 6 member A,Q5T6X5,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523911,Trace amine-associated receptor 9,Q96RI9,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523924,Probable G-protein coupled receptor 83,Q9NYM4,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL3559707,Adhesion G protein-coupled receptor G3,Q86Y34,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523925,G-protein coupled receptor family C group 5 member D,Q9NZD1,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523886,P2Y purinoceptor 8,Q86VZ1,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523879,Probable G-protein coupled receptor 141,Q7Z602,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523863,Probable G-protein coupled receptor 32,O75388,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523862,Prosaposin receptor GPR37,O15354,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL3758070,Cyclin-dependent kinase inhibitor 1B,P46527,SINGLE PROTEIN,Homo sapiens,4,10,9606,False,,,,
CHEMBL2396512,Mothers against decapentaplegic homolog 2,Q15796,SINGLE PROTEIN,Homo sapiens,9,9,9606,False,,,,
CHEMBL1973,Tyrosinase,P14679,SINGLE PROTEIN,Homo sapiens,442,686,9606,False,,,,
CHEMBL5113,Orexin receptor 1,O43613,SINGLE PROTEIN,Homo sapiens,3883,5124,9606,False,,,,
CHEMBL5970,Mitogen-activated protein kinase kinase kinase 3,Q99759,SINGLE PROTEIN,Homo sapiens,473,550,9606,False,,,,
CHEMBL1075121,Putative hydrolase RBBP9,O75884,SINGLE PROTEIN,Homo sapiens,26,66,9606,False,,,,
CHEMBL5817,Signal transducer and activator of transcription 5B,P51692,SINGLE PROTEIN,Homo sapiens,82,90,9606,False,,,,
CHEMBL1293255,15-hydroxyprostaglandin dehydrogenase [NAD+],P15428,SINGLE PROTEIN,Homo sapiens,24280,24866,9606,False,,,,
CHEMBL2176777,Poly [ADP-ribose] polymerase 14,Q460N5,SINGLE PROTEIN,Homo sapiens,208,301,9606,False,,,,
CHEMBL6162,Serine/threonine-protein kinase PFTAIRE-1,O94921,SINGLE PROTEIN,Homo sapiens,270,324,9606,False,,,,
CHEMBL3219,Cholesterol esterase,P19835,SINGLE PROTEIN,Homo sapiens,20,33,9606,False,,,,
CHEMBL1250378,Splicing factor 3B subunit 3,Q15393,SINGLE PROTEIN,Homo sapiens,16,79,9606,False,,,,
CHEMBL4142,Fibroblast growth factor receptor 2,P21802,SINGLE PROTEIN,Homo sapiens,2166,3026,9606,False,,,,
CHEMBL1795139,Transmembrane protease serine 6,Q8IU80,SINGLE PROTEIN,Homo sapiens,188,205,9606,False,,,,
CHEMBL2760,Sphingomyelin phosphodiesterase,P17405,SINGLE PROTEIN,Homo sapiens,13506,13551,9606,False,,,,
CHEMBL4296267,Tripartite motif-containing protein 66,O15016,SINGLE PROTEIN,Homo sapiens,5,5,9606,False,,,,
CHEMBL3161,Leukocyte adhesion molecule-1,P14151,SINGLE PROTEIN,Homo sapiens,134,145,9606,False,,,,
CHEMBL3238,Carnitine palmitoyltransferase 2,P23786,SINGLE PROTEIN,Homo sapiens,496,510,9606,False,,,,
CHEMBL5847,Aldo-keto reductase family 1 member C2,P52895,SINGLE PROTEIN,Homo sapiens,515,620,9606,False,,,,
CHEMBL2346,Estrogen sulfotransferase,P49888,SINGLE PROTEIN,Homo sapiens,55,185,9606,False,,,,
CHEMBL4267,TGF-beta receptor type II,P37173,SINGLE PROTEIN,Homo sapiens,626,789,9606,False,,,,
CHEMBL2001,Purinergic receptor P2Y12,Q9H244,SINGLE PROTEIN,Homo sapiens,1349,2296,9606,False,,,,
CHEMBL4071,Cathepsin G,P08311,SINGLE PROTEIN,Homo sapiens,1398,2301,9606,False,,,,
CHEMBL5215,Solute carrier family 2, facilitated glucose transporter member 3,P11169,SINGLE PROTEIN,Homo sapiens,457,459,9606,False,,,
CHEMBL4523869,G-protein coupled receptor 176,Q14439,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523921,G-protein coupled receptor family C group 5 member C,Q9NQ84,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL2652,Phosphodiesterase 2A,O00408,SINGLE PROTEIN,Homo sapiens,1376,1763,9606,False,,,,
CHEMBL237,Kappa opioid receptor,P41145,SINGLE PROTEIN,Homo sapiens,7761,14451,9606,False,,,,
CHEMBL3337327,Tau-tubulin kinase 2,Q6IQ55,SINGLE PROTEIN,Homo sapiens,38,39,9606,False,,,,
CHEMBL5403,Signal transducer and activator of transcription 5A,P42229,SINGLE PROTEIN,Homo sapiens,90,193,9606,False,,,,
CHEMBL5936,Toll-like receptor 7,Q9NYK1,SINGLE PROTEIN,Homo sapiens,1296,1963,9606,False,,,,
CHEMBL5805,Toll-like receptor 8,Q9NR97,SINGLE PROTEIN,Homo sapiens,1011,1562,9606,False,,,,
CHEMBL2971,Tyrosine-protein kinase JAK2,O60674,SINGLE PROTEIN,Homo sapiens,9682,12349,9606,False,,,,
CHEMBL340,Cytochrome P450 3A4,P08684,SINGLE PROTEIN,Homo sapiens,33005,52477,9606,False,,,,
CHEMBL3192,Histone deacetylase 8,Q9BY41,SINGLE PROTEIN,Homo sapiens,2923,3877,9606,False,,,,
CHEMBL1293316,Relaxin receptor 1,Q9HBX9,SINGLE PROTEIN,Homo sapiens,5189,6314,9606,False,,,,
CHEMBL1921,Vasopressin V1b receptor,P47901,SINGLE PROTEIN,Homo sapiens,1058,1292,9606,False,,,,
CHEMBL4415,Deoxyhypusine synthase,P49366,SINGLE PROTEIN,Homo sapiens,51,121,9606,False,,,,
CHEMBL5162,Neuropeptide S receptor,Q6W5P4,SINGLE PROTEIN,Homo sapiens,15070,15784,9606,False,,,,
CHEMBL2105,Polyamine oxidase,Q6QHF9,SINGLE PROTEIN,Homo sapiens,49,82,9606,False,,,,
CHEMBL3251,Nuclear factor NF-kappa-B p105 subunit,P19838,SINGLE PROTEIN,Homo sapiens,865,1459,9606,False,,,,
CHEMBL3334418,Phosphoglycerate mutase 1,P18669,SINGLE PROTEIN,Homo sapiens,87,130,9606,False,,,,
CHEMBL5461,Zinc finger protein GLI1,P08151,SINGLE PROTEIN,Homo sapiens,103,194,9606,False,,,,
CHEMBL2645,Mast cell carboxypeptidase A,P15088,SINGLE PROTEIN,Homo sapiens,9,9,9606,False,,,,
CHEMBL3234,Tyrosine-protein kinase HCK,P08631,SINGLE PROTEIN,Homo sapiens,1608,2729,9606,False,,,,
CHEMBL4523344,Methylcytosine dioxygenase TET2,Q6N021,SINGLE PROTEIN,Homo sapiens,16,27,9606,False,,,,
CHEMBL2052040,Natural resistance-associated macrophage protein 1,P49279,SINGLE PROTEIN,Homo sapiens,48,48,9606,False,,,,
CHEMBL3430865,Prostaglandin-H2 D-isomerase,P41222,SINGLE PROTEIN,Homo sapiens,3,3,9606,False,,,,
CHEMBL4179,c-Jun N-terminal kinase 2,P45984,SINGLE PROTEIN,Homo sapiens,3519,4571,9606,False,,,,
CHEMBL262,Glycogen synthase kinase-3 beta,P49841,SINGLE PROTEIN,Homo sapiens,6902,9458,9606,False,,,,
CHEMBL4772,1-acylglycerol-3-phosphate O-acyltransferase beta,O15120,SINGLE PROTEIN,Homo sapiens,123,131,9606,False,,,,
CHEMBL284,Dipeptidyl peptidase IV,P27487,SINGLE PROTEIN,Homo sapiens,5253,6861,9606,False,,,,
CHEMBL3638346,Methyl-CpG-binding protein 2,P51608,SINGLE PROTEIN,Homo sapiens,12,12,9606,False,,,,
CHEMBL2331055,PERQ amino acid-rich with GYF domain-containing protein 2,Q6Y7W6,SINGLE PROTEIN,Homo sapiens,2,8,9606,False,,,,
CHEMBL3309106,Taste receptor type 2 member 16,Q9NYV7,SINGLE PROTEIN,Homo sapiens,27,102,9606,False,,,,
CHEMBL1961786,Hepatocyte nuclear factor 4-gamma,Q14541,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL3712947,Solute carrier family 13 member 3,Q8WWT9,SINGLE PROTEIN,Homo sapiens,2,3,9606,False,,,,
CHEMBL2062,Ryanodine receptor 3,Q15413,SINGLE PROTEIN,Homo sapiens,4,8,9606,False,,,,
CHEMBL4105799,Short transient receptor potential channel 7,Q9HCX4,SINGLE PROTEIN,Homo sapiens,7,11,9606,False,,,,
CHEMBL4523494,7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase,Q9UNU6,SINGLE PROTEIN,Homo sapiens,90,91,9606,False,,,,
CHEMBL4523249,Taste receptor type 2 member 39,P59534,SINGLE PROTEIN,Homo sapiens,46,48,9606,False,,,,
CHEMBL3130,PI3-kinase p110-delta subunit,O00329,SINGLE PROTEIN,Homo sapiens,4569,6069,9606,False,,,,
CHEMBL5853,Diacylglycerol O-acyltransferase 2,Q96PD7,SINGLE PROTEIN,Homo sapiens,286,321,9606,False,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,SINGLE PROTEIN,Homo sapiens,1110,1219,9606,False,,,,
CHEMBL1833,Serotonin 2b (5-HT2b) receptor,P41595,SINGLE PROTEIN,Homo sapiens,3616,6338,9606,False,,,,
CHEMBL1901,Cholecystokinin A receptor,P32238,SINGLE PROTEIN,Homo sapiens,1609,3252,9606,False,,,,
CHEMBL3712821,B-cell CLL/lymphoma 9 protein,O00512,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4105963,Probable bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2,Q9H903,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4630840,Thioredoxin domain-containing protein 11,Q6PKC3,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL3831181,Growth/differentiation factor 2,Q9UK05,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4680038,Splicing factor 45,Q96I25,SINGLE PROTEIN,Homo sapiens,9,12,9606,False,,,,
CHEMBL4680022,Long-chain-fatty-acid--CoA ligase 4,O60488,SINGLE PROTEIN,Homo sapiens,10,10,9606,False,,,,
CHEMBL3713913,Fibroblast growth factor 23,Q9GZV9,SINGLE PROTEIN,Homo sapiens,36,45,9606,False,,,,
CHEMBL4680021,Apolipoprotein L1,O14791,SINGLE PROTEIN,Homo sapiens,6,6,9606,False,,,,
CHEMBL4879458,Sterol regulatory element-binding protein cleavage-activating protein,Q12770,SINGLE PROTEIN,Homo sapiens,2,4,9606,False,,,,
CHEMBL260,MAP kinase p38 alpha,Q16539,SINGLE PROTEIN,Homo sapiens,8170,12522,9606,False,,,,
CHEMBL221,Cyclooxygenase-1,P23219,SINGLE PROTEIN,Homo sapiens,4756,7259,9606,False,,,,
CHEMBL232,Alpha-1b adrenergic receptor,P35368,SINGLE PROTEIN,Homo sapiens,2244,2848,9606,False,,,,
CHEMBL4398,Purinergic receptor P2Y2,P41231,SINGLE PROTEIN,Homo sapiens,629,1099,9606,False,,,,
CHEMBL2689,Macrophage-stimulating protein receptor,Q04912,SINGLE PROTEIN,Homo sapiens,1561,2316,9606,False,,,,
CHEMBL3717,Hepatocyte growth factor receptor,P08581,SINGLE PROTEIN,Homo sapiens,7127,10464,9606,False,,,,
CHEMBL2147,Serine/threonine-protein kinase PIM1,P11309,SINGLE PROTEIN,Homo sapiens,7117,9347,9606,False,,,,
CHEMBL4247,ALK tyrosine kinase receptor,Q9UM73,SINGLE PROTEIN,Homo sapiens,3865,6619,9606,False,,,,
CHEMBL2487,Beta amyloid A4 protein,P05067,SINGLE PROTEIN,Homo sapiens,4411,7825,9606,False,,,,
CHEMBL231,Histamine H1 receptor,P35367,SINGLE PROTEIN,Homo sapiens,3749,5573,9606,False,,,,
CHEMBL204,Thrombin,P00734,SINGLE PROTEIN,Homo sapiens,8854,10620,9606,False,,,,
CHEMBL325,Histone deacetylase 1,Q13547,SINGLE PROTEIN,Homo sapiens,7101,9528,9606,False,,,,
CHEMBL240,HERG,Q12809,SINGLE PROTEIN,Homo sapiens,20149,26056,9606,False,,,,
CHEMBL242,Estrogen receptor beta,Q92731,SINGLE PROTEIN,Homo sapiens,4773,8780,9606,False,,,,
CHEMBL4105834,Ubiquitin-conjugating enzyme E2 C,O00762,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL1628481,Apelin receptor,P35414,SINGLE PROTEIN,Homo sapiens,592,1371,9606,False,,,,
CHEMBL1743125,Solute carrier family 15 member 2,Q16348,SINGLE PROTEIN,Homo sapiens,90,183,9606,False,,,,
CHEMBL5620,Proteasome subunit beta type-8,P28062,SINGLE PROTEIN,Homo sapiens,407,574,9606,False,,,,
CHEMBL1801,Plasminogen,P00747,SINGLE PROTEIN,Homo sapiens,1968,2308,9606,False,,,,
CHEMBL2888,Metabotropic glutamate receptor 3,Q14832,SINGLE PROTEIN,Homo sapiens,318,722,9606,False,,,,
CHEMBL253,Cannabinoid CB2 receptor,P34972,SINGLE PROTEIN,Homo sapiens,9322,16254,9606,False,,,,
CHEMBL219,Dopamine D4 receptor,P21917,SINGLE PROTEIN,Homo sapiens,4457,7074,9606,False,,,,
CHEMBL2069161,Probable G-protein coupled receptor 142,Q7Z601,SINGLE PROTEIN,Homo sapiens,223,378,9606,False,,,,
CHEMBL1293289,Bromodomain-containing protein 2,P25440,SINGLE PROTEIN,Homo sapiens,627,1121,9606,False,,,,
CHEMBL1075163,Serine/threonine-protein kinase haspin,Q8TF76,SINGLE PROTEIN,Homo sapiens,552,774,9606,False,,,,
CHEMBL5347,Glucose-6-phosphate 1-dehydrogenase,P11413,SINGLE PROTEIN,Homo sapiens,710,753,9606,False,,,,
CHEMBL4808,Acetylcholine receptor protein alpha chain,P02708,SINGLE PROTEIN,Homo sapiens,81,100,9606,False,,,,
CHEMBL4429,Neurokinin 3 receptor,P29371,SINGLE PROTEIN,Homo sapiens,1121,1695,9606,False,,,,
CHEMBL3710,Prostanoid EP3 receptor,P43115,SINGLE PROTEIN,Homo sapiens,1265,1914,9606,False,,,,
CHEMBL3407312,Krueppel-like factor 10,Q13118,SINGLE PROTEIN,Homo sapiens,45,149,9606,False,,,,
CHEMBL3317336,Voltage-dependent L-type calcium channel subunit beta-2,Q08289,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL1961789,COUP transcription factor 1,P10589,SINGLE PROTEIN,Homo sapiens,7,7,9606,False,,,,
CHEMBL1910,Adenosine deaminase,P00813,SINGLE PROTEIN,Homo sapiens,86,126,9606,False,,,,
CHEMBL5716,Nuclear receptor subfamily 2 group C member 2,P49116,SINGLE PROTEIN,Homo sapiens,35,39,9606,False,,,,
CHEMBL2004,Retinoid X receptor gamma,P48443,SINGLE PROTEIN,Homo sapiens,378,638,9606,False,,,,
CHEMBL4309,Serine/threonine-protein kinase NEK6,Q9HC98,SINGLE PROTEIN,Homo sapiens,1154,1922,9606,False,,,,
CHEMBL5983,Aldo-keto reductase family 1 member B10,O60218,SINGLE PROTEIN,Homo sapiens,169,300,9606,False,,,,
CHEMBL5952,Neuropeptide FF receptor 2,Q9Y5X5,SINGLE PROTEIN,Homo sapiens,196,480,9606,False,,,,
CHEMBL2265,Acyl coenzyme A:cholesterol acyltransferase,P23141,SINGLE PROTEIN,Homo sapiens,683,1026,9606,False,,,,
CHEMBL2169735,7-dehydrocholesterol reductase,Q9UBM7,SINGLE PROTEIN,Homo sapiens,15,28,9606,False,,,,
CHEMBL5814,Peroxisomal multifunctional enzyme type 2,P51659,SINGLE PROTEIN,Homo sapiens,102,108,9606,False,,,,
CHEMBL1795122,Elongation factor 1-alpha 2,Q05639,SINGLE PROTEIN,Homo sapiens,3,9,9606,False,,,,
CHEMBL1741191,SUMO-conjugating enzyme UBC9,P63279,SINGLE PROTEIN,Homo sapiens,18,22,9606,False,,,,
CHEMBL1293189,ATP-binding cassette sub-family B member 9,Q9NP78,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,,
CHEMBL1978,Cytochrome P450 19A1,P11511,SINGLE PROTEIN,Homo sapiens,3043,5465,9606,False,,,,
CHEMBL2898,NF-kappaB inhibitor alpha,P25963,SINGLE PROTEIN,Homo sapiens,88,183,9606,False,,,,
CHEMBL1907,Aminopeptidase N,P15144,SINGLE PROTEIN,Homo sapiens,700,862,9606,False,,,,
CHEMBL255,Adenosine A2b receptor,P29275,SINGLE PROTEIN,Homo sapiens,5225,7286,9606,False,,,,
CHEMBL3060,Glycine transporter 2,Q9Y345,SINGLE PROTEIN,Homo sapiens,626,696,9606,False,,,,
CHEMBL5840,Fatty acid desaturase 1,O60427,SINGLE PROTEIN,Homo sapiens,136,142,9606,False,,,,
CHEMBL2167,Transforming protein p21/H-Ras-1,P01112,SINGLE PROTEIN,Homo sapiens,100,129,9606,False,,,,
CHEMBL4884,Caspase-2,P42575,SINGLE PROTEIN,Homo sapiens,108,170,9606,False,,,,
CHEMBL3779760,Lysine-specific demethylase 2B,Q8NHM5,SINGLE PROTEIN,Homo sapiens,329,337,9606,False,,,,
